measure	chamber	roll	date	question	yea	nay	earlier_rolls	bill_type	status	title	description	disposition	reason
HB4028	senate	1689931	2026-04-27	third reading	26	20		B	4	Revenue and taxation; certain income tax deduction; taxable years for which deductible allowable; effective date.	Revenue and taxation; certain income tax deduction; taxable years for which deductible allowable; effective date.		
HB4036	senate	1684185	2026-04-16	third reading	30	15		B	4	Bringing Sitcoms Home from Hollywood Pilot Program Revolving Fund; making an appropriation; source; purpose; noncodification.	Bringing Sitcoms Home from Hollywood Pilot Program Revolving Fund; making an appropriation; source; purpose; noncodification.		
HB4038	senate	1684256	2026-04-16	third reading	28	17		B	4	Transportation; requiring portions of funds be used for certain purposes; limitations; lapse of funds; making an appropriation; effective date; emergency.	Transportation; requiring portions of funds be used for certain purposes; limitations; lapse of funds; making an appropriation; effective date; emergency.		
HB4042	senate	1684353	2026-04-16	third reading	35	9		B	4	Department of Commerce; appropriating certain funds for certain purpose; effective date; emergency.	Department of Commerce; appropriating certain funds for certain purpose; effective date; emergency.		
HB4047	senate	1684247	2026-04-16	third reading	30	16		B	4	Department of Commerce; making appropriations; sources; purposes; effective date; emergency.	Department of Commerce; making appropriations; sources; purposes; effective date; emergency.		
HB4048	senate	1684026	2026-04-16	third reading	36	10		B	4	Department of Transportation; making appropriations; sources of funds; purposes; effective date; emergency.	Department of Transportation; making appropriations; sources of funds; purposes; effective date; emergency.		
HB4052	senate	1684244	2026-04-16	third reading	30	14		B	4	Capitol Improvement Authority; allocation of funds from the Legacy Capital Financing Fund; utilization; Service Oklahoma; recapitalization payments; distributions; codification.	Capitol Improvement Authority; allocation of funds from the Legacy Capital Financing Fund; utilization; Service Oklahoma; recapitalization payments; distributions; codification.		
HB4053	senate	1684292	2026-04-16	third reading	30	15		B	4	Capitol Improvement Authority; allocation of funds from the Legacy Capital Financing Fund; utilization; University of Oklahoma; recapitalization payments; distributions; limiting conditions; codification.	Capitol Improvement Authority; allocation of funds from the Legacy Capital Financing Fund; utilization; University of Oklahoma; recapitalization payments; distributions; limiting conditions; codification.		
HB4054	senate	1684542	2026-04-16	third reading	34	11		B	4	Capitol Improvement Authority; allocation of funds from the Legacy Capital Financing Fund; utilization; Oklahoma State University; recapitalization payments; distributions; limiting conditions; codification.	Capitol Improvement Authority; allocation of funds from the Legacy Capital Financing Fund; utilization; Oklahoma State University; recapitalization payments; distributions; limiting conditions; codification.		
HB4071	senate	1684205	2026-04-16	third reading	25	19		B	4	Investment accounts; creating the Oklahoma Dream Accounts Investment Program Act; creating the Oklahoma Dream Account Investment Program; contributions.	Investment accounts; creating the Oklahoma Dream Accounts Investment Program Act; creating the Oklahoma Dream Account Investment Program; contributions.		
HB4072	senate	1684290	2026-04-16	third reading	28	18		B	4	Public Finance; creating the Taxpayer Endowment Trust Fund Act; creating the Taxpayer Endowment Trust Fund; effective date; emergency.	Public Finance; creating the Taxpayer Endowment Trust Fund Act; creating the Taxpayer Endowment Trust Fund; effective date; emergency.		
HB4074	senate	1689950	2026-04-27	third reading	38	10		B	4	Health Care Workforce Training Commission; identifying funds appropriated; Health Care Workforce Revolving Fund; authorizing transfer and allocate between funds as needed for certain purposes; emergency.	Health Care Workforce Training Commission; identifying funds appropriated; Health Care Workforce Revolving Fund; authorizing transfer and allocate between funds as needed for certain purposes; emergency.		
HB4076	senate	1690113	2026-04-27	third reading	36	12		B	4	Department of Commerce; making an appropriation to the Pandemic Relief Primary Source Revolving Fund; utilization of funds; emergency.	Department of Commerce; making an appropriation to the Pandemic Relief Primary Source Revolving Fund; utilization of funds; emergency.		
HB4078	senate	1690241	2026-04-27	third reading	35	11		B	4	Administration; making appropriations; sources of funds; destination of funds; purposes; emergency.	Administration; making appropriations; sources of funds; destination of funds; purposes; emergency.		
HB4143	senate	1693697	2026-05-05	third reading	32	16		B	4	Motor vehicles; modifying damage amount requiring a written report of collision; effective date.	Motor vehicles; modifying damage amount requiring a written report of collision; effective date.		
HB4191	senate	1693637	2026-05-05	third reading	25	21		B	4	Revenue and taxation; Small Employer Quality Jobs Act; definitions; eligibility criteria; effective date.	Revenue and taxation; Small Employer Quality Jobs Act; definitions; eligibility criteria; effective date.		
HB4426	senate	1691915	2026-04-29	third reading	28	14		B	4	Revenue and taxation; income tax; income tax credit for qualified economic development expenditures; effective date.	Revenue and taxation; income tax; income tax credit for qualified economic development expenditures; effective date.		
HB4432	senate	1698233	2026-05-14	veto override no emergency	35	10	1690292	B	4	Revenue and taxation; adjustments; eliminating limitation on itemization of wagering losses for certain tax years; effective date.	Revenue and taxation; adjustments; eliminating limitation on itemization of wagering losses for certain tax years; effective date.		
HJR1088	senate	1698046	2026-05-14	third reading	35	10		JR	4	Joint Resolution; education state agencies; approving certain proposed permanent rules; directing distribution.	Joint Resolution; education state agencies; approving certain proposed permanent rules; directing distribution.		
HJR1090	senate	1698050	2026-05-14	third reading	29	16		JR	4	Joint Resolution; energy and agricultural state agencies; approving certain proposed permanent rules; directing distribution.	Joint Resolution; energy and agricultural state agencies; approving certain proposed permanent rules; directing distribution.		
HJR1091	senate	1698054	2026-05-14	third reading	30	16		JR	4	Joint Resolution; business and commerce state agencies; approving certain proposed permanent rules; disapproving in part certain proposed rule of the New Motor Vehicle Commission; excluding certain proposed rules; directing distribution.	Joint Resolution; business and commerce state agencies; approving certain proposed permanent rules; disapproving in part certain proposed rule of the New Motor Vehicle Commission; excluding certain proposed rules; directing distribution.		
HJR1092	senate	1698063	2026-05-14	third reading	37	10		JR	4	Joint Resolution; Oklahoma Uniform Building Code Commission; approving certain proposed permanent rule changes; directing distribution.	Joint Resolution; Oklahoma Uniform Building Code Commission; approving certain proposed permanent rule changes; directing distribution.		
HJR1093	senate	1698061	2026-05-14	third reading	31	16		JR	4	Joint Resolution; state health-related agencies; approving certain proposed permanent rules; excluding certain rules; directing distribution.	Joint Resolution; state health-related agencies; approving certain proposed permanent rules; excluding certain rules; directing distribution.		
HJR1095	senate	1698081	2026-05-14	third reading	34	11		JR	4	Joint Resolution; general government state agencies; approving certain proposed permanent rules; excluding certain Office of Management and Enterprise Services proposed major rule changes; directing distribution.	Joint Resolution; general government state agencies; approving certain proposed permanent rules; excluding certain Office of Management and Enterprise Services proposed major rule changes; directing distribution.		
HJR1099	senate	1698059	2026-05-14	third reading	32	15		JR	4	Joint Resolution; Oklahoma Health Care Authority; approving certain proposed permanent major rules; directing distribution.	Joint Resolution; Oklahoma Health Care Authority; approving certain proposed permanent major rules; directing distribution.		
HJR1100	senate	1698194	2026-05-14	third reading	31	15		JR	4	Joint Resolution; approving certain Office of Management and Enterprise Services proposed major rule changes; directing distribution.	Joint Resolution; approving certain Office of Management and Enterprise Services proposed major rule changes; directing distribution.		
SB1028	senate	1604509	2025-03-27	third reading	29	17		B	4	Notaries public; requiring certain national criminal history record check; increasing certain fees and bond requirements for commission. Effective date.	Notaries public; requiring certain national criminal history record check; increasing certain fees and bond requirements for commission. Effective date.		
SB1031	senate	1606730	2025-05-21	fourth reading	29	14	1606725	B	4	Alcoholic beverage licenses; grounds to deny license; excluding certain license from certain provision.	Alcoholic beverage licenses; grounds to deny license; excluding certain license from certain provision.		
SB1039	senate	1604624	2025-05-28	fourth reading	37	10		B	4	Medical marijuana license; modifying grounds for certain denials; notice; fees. Effective date.	Medical marijuana license; modifying grounds for certain denials; notice; fees. Effective date.		
SB105	senate	1608306	2025-05-13	fourth reading	32	9	1608300	B	4	Lindsey Nicole Henry Scholarships for Students with Disabilities Program; removing prior public school enrollment requirement; modifying eligibility requirements. Effective date. Emergency.	Lindsey Nicole Henry Scholarships for Students with Disabilities Program; removing prior public school enrollment requirement; modifying eligibility requirements. Effective date. Emergency.		
SB1067	senate	1604505	2025-05-21	fourth reading	32	13	1604502	B	4	Health insurance; ambulance service provider; providing for establishment of certain database; modifying reimbursement rates and criteria for certain ambulance services. Effective date.	Health insurance; ambulance service provider; providing for establishment of certain database; modifying reimbursement rates and criteria for certain ambulance services. Effective date.		
SB109	senate	1605410	2025-05-21	fourth reading	35	11	1605405	B	4	Health insurance; requiring coverage of certain genetic testing and cancer imaging; providing exclusions. Effective date.	Health insurance; requiring coverage of certain genetic testing and cancer imaging; providing exclusions. Effective date.		
SB111	senate	1604959	2025-03-12	third reading	33	12		B	4	Contractors; decreasing number of sewage disposal system installations for certain certification. Effective date.	Contractors; decreasing number of sewage disposal system installations for certain certification. Effective date.		
SB1122	senate	1655031	2026-03-05	third reading	28	19		B	4	Ad valorem tax; requiring the State Board of Equalization to assess certain broadband property.at certain radio Effective date.	Ad valorem tax; requiring the State Board of Equalization to assess certain broadband property.at certain radio Effective date.		
SB1126	senate	1607455	2025-05-20	third reading	31	15		B	4	Education; specifying apportionment of certain appropriated funds; providing for budgeting of funds in certain categories and amounts. Effective date. Emergency.	Education; specifying apportionment of certain appropriated funds; providing for budgeting of funds in certain categories and amounts. Effective date. Emergency.		
SB1129	senate	1605868	2025-05-20	third reading	30	13		B	4	Office of Educational Quality and Accountability; requiring certain funds be utilized for certain purpose; providing for distribution of grants. Effective date. Emergency.	Office of Educational Quality and Accountability; requiring certain funds be utilized for certain purpose; providing for distribution of grants. Effective date. Emergency.		
SB1130	senate	1686896	2026-04-21	third reading	34	11		B	4	University Hospitals Authority; making an appropriation; stating purpose. Effective date. Emergency.	University Hospitals Authority; making an appropriation; stating purpose. Effective date. Emergency.		
SB1133	senate	1686704	2026-04-21	third reading	34	10		B	4	Department of Mental Health and Substance Abuse Services; making an appropriation; stating purpose. Effective date. Emergency.	Department of Mental Health and Substance Abuse Services; making an appropriation; stating purpose. Effective date. Emergency.		
SB1134	senate	1686879	2026-04-21	third reading	33	11		B	4	Oklahoma State University Medical Authority; making an appropriation; stating purpose. Effective date. Emergency.	Oklahoma State University Medical Authority; making an appropriation; stating purpose. Effective date. Emergency.		
SB1136	senate	1607314	2025-05-20	third reading	31	14		B	4	Oklahoma Health Care Authority; requiring portions of certain appropriated funds be used for certain purposes; providing for duties and compensation of administrators and employees.	Oklahoma Health Care Authority; requiring portions of certain appropriated funds be used for certain purposes; providing for duties and compensation of administrators and employees.		
SB1137	senate	1606098	2025-05-20	third reading	35	11		B	4	Department of Human Services; requiring certain funds be utilized for certain purpose; appropriating certain federal funds for certain program. Effective date. Emergency.	Department of Human Services; requiring certain funds be utilized for certain purpose; appropriating certain federal funds for certain program. Effective date. Emergency.		
SB1140	senate	1608210	2025-05-20	third reading	34	12		B	4	Department of Mental Health and Substance Abuse Services; requiring portions of certain appropriated funds be used for certain purposes; authorizing request for early transfers of certain funds for specific purpose. Effective date. Emergency.	Department of Mental Health and Substance Abuse Services; requiring portions of certain appropriated funds be used for certain purposes; authorizing request for early transfers of certain funds for specific purpose. Effective date. Emergency.		
SB1141	senate	1605195	2025-05-20	third reading	33	13		B	4	State Department of Health; requiring portions of certain appropriated funds be used for certain purposes; stating purpose of certain disbursement; requiring use of certain date. Effective date. Emergency.	State Department of Health; requiring portions of certain appropriated funds be used for certain purposes; stating purpose of certain disbursement; requiring use of certain date. Effective date. Emergency.		
SB1142	senate	1686665	2026-04-21	third reading	34	10		B	4	Department of Human Services; making an appropriation; stating purpose. Effective date. Emergency.	Department of Human Services; making an appropriation; stating purpose. Effective date. Emergency.		
SB1148	senate	1682466	2026-04-14	third reading	38	10		B	4	Uniform Retirement System for Justices and Judges; authorizing benefit increase for certain retired members. Effective dates.	Uniform Retirement System for Justices and Judges; authorizing benefit increase for certain retired members. Effective dates.		
SB1150	senate	1605919	2025-05-20	third reading	30	16		B	4	Oklahoma Department of Aerospace and Aeronautics; making an appropriation; identifying source of funds. Effective date. Emergency.	Oklahoma Department of Aerospace and Aeronautics; making an appropriation; identifying source of funds. Effective date. Emergency.		
SB1151	senate	1606627	2025-05-20	third reading	28	16		B	4	Oklahoma Water Resources Board; making appropriations; identifying sources of funds. Effective date. Emergency.	Oklahoma Water Resources Board; making appropriations; identifying sources of funds. Effective date. Emergency.		
SB1152	senate	1608538	2025-05-20	third reading	31	14		B	4	State parks; Oklahoma State Park Trust fund; authorizing construction of new facility. Effective date. Emergency.	State parks; Oklahoma State Park Trust fund; authorizing construction of new facility. Effective date. Emergency.		
SB1153	senate	1608627	2025-05-20	third reading	35	9		B	4	Oklahoma Department of Agriculture, Food, and Forestry; requiring that portions of certain appropriated funds be used for certain purposes. Effective date. Emergency.	Oklahoma Department of Agriculture, Food, and Forestry; requiring that portions of certain appropriated funds be used for certain purposes. Effective date. Emergency.		
SB1155	senate	1606248	2025-05-20	third reading	29	15		B	4	Oklahoma Department of Commerce; requiring portions of certain appropriated funds be used for certain purposes. Effective date. Emergency.	Oklahoma Department of Commerce; requiring portions of certain appropriated funds be used for certain purposes. Effective date. Emergency.		
SB1161	senate	1682439	2026-04-14	third reading	33	13		B	4	Oklahoma Health Care Authority; general appropriations; modifying certain date; providing for duties and compensation of administrators and employees. Effective date. Emergency.	Oklahoma Health Care Authority; general appropriations; modifying certain date; providing for duties and compensation of administrators and employees. Effective date. Emergency.		
SB1162	senate	1682555	2026-04-14	third reading	33	13		B	4	State Department of Health; making an appropriation; stating purpose of certain disbursement. Effective date. Emergency.	State Department of Health; making an appropriation; stating purpose of certain disbursement. Effective date. Emergency.		
SB1163	senate	1682388	2026-04-14	third reading	32	12		B	4	Department of Human Services; making an appropriation; requiring that certain funds be utilized for certain purpose; requiring certain funding be maintained at certain levels. Effective date. Emergency.	Department of Human Services; making an appropriation; requiring that certain funds be utilized for certain purpose; requiring certain funding be maintained at certain levels. Effective date. Emergency.		
SB1177	senate	1678291	2026-04-07	third reading	28	17		B	4	General appropriations; making appropriations to multiple agencies. Effective date.	General appropriations; making appropriations to multiple agencies. Effective date.		
SB1178	senate	1608103	2025-05-20	third reading	29	16		B	4	Department of Mental Health and Substance Abuse Services; making an appropriation; identifying sources of funds. Emergency.	Department of Mental Health and Substance Abuse Services; making an appropriation; identifying sources of funds. Emergency.		
SB1180	senate	1607906	2025-05-20	third reading	32	12		B	4	Legislative Service Bureau; making appropriation; identifying source of funds. Effective date. Emergency.	Legislative Service Bureau; making appropriation; identifying source of funds. Effective date. Emergency.		
SB1181	senate	1607279	2025-05-20	third reading	25	19		B	4	Office of Management and Enterprise Services; making an appropriation; identifying source of funds.	Office of Management and Enterprise Services; making an appropriation; identifying source of funds.		
SB1327	senate	1659832	2026-03-11	third reading	27	12		B	4	Oklahoma Tourism and Recreation Commission; transferring certain duties to the Commission; authorizing the Commission to appoint Executive Director. Effective date.	Oklahoma Tourism and Recreation Commission; transferring certain duties to the Commission; authorizing the Commission to appoint Executive Director. Effective date.		
SB1344	senate	1669258	2026-03-24	third reading	32	13		B	4	Prescription drugs; creating the Insulin Access and Affordability Program; requiring certain financial support and agreement. Effective date. Emergency.	Prescription drugs; creating the Insulin Access and Affordability Program; requiring certain financial support and agreement. Effective date. Emergency.		
SB1365	senate	1645170	2026-02-25	third reading	35	11		B	4	Central Purchasing Act; exempting certain purchases made by the Oklahoma Tourism and Recreation Department.	Central Purchasing Act; exempting certain purchases made by the Oklahoma Tourism and Recreation Department.		
SB139	senate	1606944	2025-03-13	third reading	30	15		B	4	Schools; requiring school district boards of education to adopt certain cell phone policy.	Schools; requiring school district boards of education to adopt certain cell phone policy.		
SB140	senate	1607763	2025-05-28	fourth reading	35	12	1607759	B	4	Mathematics instruction; directing expenditure of certain funds; creating the Oklahoma Math Achievement and Proficiency Act. Effective date. Emergency.	Mathematics instruction; directing expenditure of certain funds; creating the Oklahoma Math Achievement and Proficiency Act. Effective date. Emergency.		
SB1400	senate	1670664	2026-03-25	third reading	34	12		B	4	Sales tax exemption; combining certain exemptions for aircraft maintenance, manufacturing, and parts. Effective date.	Sales tax exemption; combining certain exemptions for aircraft maintenance, manufacturing, and parts. Effective date.		
SB1405	senate	1663410	2026-03-16	third reading	34	13		B	4	Tax refund donation; reauthorizing checkoff for Wildlife Diversity Fund. Effective date.	Tax refund donation; reauthorizing checkoff for Wildlife Diversity Fund. Effective date.		
SB1451	senate	1698177	2026-05-14	fourth reading	35	9	1668024	B	4	Voter registration; requiring certain information to be included on voter registration applications. Emergency.	Voter registration; requiring certain information to be included on voter registration applications. Emergency.		
SB1455	senate	1660642	2026-03-11	third reading	28	11		B	4	Board of Governors of the Architects, Landscape Architects and Licensed Interior Designers of Oklahoma; extending sunset date. Effective date. Emergency.	Board of Governors of the Architects, Landscape Architects and Licensed Interior Designers of Oklahoma; extending sunset date. Effective date. Emergency.		
SB1463	senate	1669093	2026-03-23	third reading	35	9		B	4	Polygraph Examiners Board; extending sunset date. Effective date. Emergency.	Polygraph Examiners Board; extending sunset date. Effective date. Emergency.		
SB1531	senate	1698209	2026-05-14	fourth reading	35	11	1655284	B	4	Aerospace, aircraft, and aviation infrastructure; authorizing the Oklahoma Department of Aerospace and Aeronautics to take certain actions. Effective date.	Aerospace, aircraft, and aviation infrastructure; authorizing the Oklahoma Department of Aerospace and Aeronautics to take certain actions. Effective date.		
SB1567	senate	1668094	2026-03-23	third reading	28	16		B	4	Practice of nursing; modifying restriction on supervision fees for Advanced Practice Registered Nurses; prohibiting certain requirements by the Oklahoma Board of Nursing. Effective date.	Practice of nursing; modifying restriction on supervision fees for Advanced Practice Registered Nurses; prohibiting certain requirements by the Oklahoma Board of Nursing. Effective date.		
SB1589	senate	1698223	2026-05-14	veto override no emergency	34	10	1649714	B	4	Crimes and punishments; modifying scope of certain offense related to gambling. Effective date.	Crimes and punishments; modifying scope of certain offense related to gambling. Effective date.		
SB1651	senate	1659796	2026-03-11	third reading	32	9		B	4	State Board of Medical Licensure and Supervision; modifying various provisions related to physicians and allied health professionals. Effective date.	State Board of Medical Licensure and Supervision; modifying various provisions related to physicians and allied health professionals. Effective date.		
SB1653	senate	1663927	2026-03-16	third reading	33	12		B	4	Professions and occupations; enacting the Occupational Therapy Licensure Compact. Effective date.	Professions and occupations; enacting the Occupational Therapy Licensure Compact. Effective date.		
SB1732	senate	1651709	2026-03-03	third reading	35	9		B	4	Professional licensing fees; establishing license fees. Effective date.	Professional licensing fees; establishing license fees. Effective date.		
SB176	senate	1608571	2025-05-21	fourth reading	30	16	1608567	B	4	Health benefit plans; requiring coverage for certain prescription. Effective date.	Health benefit plans; requiring coverage for certain prescription. Effective date.		
SB1826	senate	1663340	2026-03-16	third reading	32	13		B	4	Oklahoma Local Development and Enterprise Zone Incentive Leverage Act; omitting sunset date. Effective date.	Oklahoma Local Development and Enterprise Zone Incentive Leverage Act; omitting sunset date. Effective date.		
SB1827	senate	1668109	2026-03-23	third reading	31	11		B	4	Governmental Tort Claims Act; modifying definitions. Effective date.	Governmental Tort Claims Act; modifying definitions. Effective date.		
SB1847	senate	1685459	2026-04-20	fourth reading	35	11	1657155	B	4	Medicaid home- and community-based services; modifying eligibility criteria for the ADvantage Waiver Program. Effective date. Emergency.	Medicaid home- and community-based services; modifying eligibility criteria for the ADvantage Waiver Program. Effective date. Emergency.		
SB1991	senate	1668134	2026-03-23	third reading	34	10		B	4	Long Range Capital Planning Commission; directing certain monies to OCAMP Fund; combining certain capital maintenance programs. Effective date. Emergency.	Long Range Capital Planning Commission; directing certain monies to OCAMP Fund; combining certain capital maintenance programs. Effective date. Emergency.		
SB1992	senate	1667971	2026-03-23	third reading	30	14		B	4	"Income tax credit; defining ""strategic finance partner."" Effective date."	"Income tax credit; defining ""strategic finance partner."" Effective date."		
SB20	senate	1607941	2025-05-21	fourth reading	36	10	1607937	B	4	Commercial driver licenses; creating the Secure Roads and Safe Trucking Act of 2025. Emergency.	Commercial driver licenses; creating the Secure Roads and Safe Trucking Act of 2025. Emergency.		
SB2018	senate	1671441	2026-03-26	third reading	31	11		B	4	Ad valorem tax; prescribing valuation method for certain real property for certain period. Effective date.	Ad valorem tax; prescribing valuation method for certain real property for certain period. Effective date.		
SB2060	senate	1683556	2026-04-15	fourth reading	29	14	1670644	B	4	Improvement districts; master development districts; requirements and procedures; bonds. Effective date.	Improvement districts; master development districts; requirements and procedures; bonds. Effective date.		
SB212	senate	1605885	2025-05-22	fourth reading	34	10	1605881	B	4	Teacher preparation; directing the Commission for Educational Quality and Accountability to establish TeachForwardOK.	Teacher preparation; directing the Commission for Educational Quality and Accountability to establish TeachForwardOK.		
SB235	senate	1606996	2025-05-28	fourth reading	36	10	1606992	B	4	Teachers; establishing the Grow Your Own Educator Program; providing for grant application process. Effective date. Emergency.	Teachers; establishing the Grow Your Own Educator Program; providing for grant application process. Effective date. Emergency.		
SB248	senate	1698218	2026-05-14	fourth reading	35	13	1670858	B	4	Tourism; Oklahoma Tourism and Recreation Department Revolving Fund; properties; funds appropriated; creating the Real Property Proceeds Revolving Fund; funds appropriated; interest. Effective date.	Tourism; Oklahoma Tourism and Recreation Department Revolving Fund; properties; funds appropriated; creating the Real Property Proceeds Revolving Fund; funds appropriated; interest. Effective date.		
SB259	senate	1698160	2026-05-14	fourth reading	38	10		B	4	Water and water rights; establishing procedures for permitting, monitoring, and reporting of groundwater use. Effective date.	Water and water rights; establishing procedures for permitting, monitoring, and reporting of groundwater use. Effective date.		
SB269	senate	1604897	2025-05-13	fourth reading	27	15	1604893	B	4	Carbon sequestration; modifying jurisdiction over certain injection wells; establishing provisions for establishment of certain CO2 sequestration facilities and storage units. Effective date.	Carbon sequestration; modifying jurisdiction over certain injection wells; establishing provisions for establishment of certain CO2 sequestration facilities and storage units. Effective date.		
SB287	senate	1607953	2025-05-22	fourth reading	32	13	1607949	B	4	Income tax; modifying tax years for aerospace tax credit. Effective date.	Income tax; modifying tax years for aerospace tax credit. Effective date.		
SB324	senate	1607375	2025-05-29	veto override no emergency	33	14	1607369;1607373	B	4	Incentives; creating the Oklahoma Research and Development Rebate Fund; prescribing sources of funds; creating a research and development rebate program; authorizing promulgation of rules.	Incentives; creating the Oklahoma Research and Development Rebate Fund; prescribing sources of funds; creating a research and development rebate program; authorizing promulgation of rules.		
SB364	senate	1606572	2025-02-25	third reading	31	16		B	4	Schools; prohibiting use of corporal punishment on any student identified with a disability.	Schools; prohibiting use of corporal punishment on any student identified with a disability.		
SB54	senate	1606467	2025-05-29	veto override no emergency	33	14	1606463	B	4	Motor vehicles; modifying scope and sentencing provisions for certain offenses. Effective date.	Motor vehicles; modifying scope and sentencing provisions for certain offenses. Effective date.		
SB540	senate	1631054	2026-02-11	third reading	35	12		B	4	Professions and occupations; enacting the Dentist and Dental Hygienist Compact and authorizing the Governor to enter into Compact with certain jurisdictions. Effective date.	Professions and occupations; enacting the Dentist and Dental Hygienist Compact and authorizing the Governor to enter into Compact with certain jurisdictions. Effective date.		
SB574	senate	1607512	2025-05-29	veto override no emergency	33	14	1607508	B	4	Attorney General; broadening approved purposes for opioid grant awards; authorizing certain use of funds by the Attorney General. Effective date.	Attorney General; broadening approved purposes for opioid grant awards; authorizing certain use of funds by the Attorney General. Effective date.		
SB578	senate	1604698	2025-03-17	third reading	34	11		B	4	Oklahoma Quality Events Incentive Act; extending date of effectiveness of act.	Oklahoma Quality Events Incentive Act; extending date of effectiveness of act.		
SB582	senate	1606479	2025-03-12	third reading	34	11		B	4	State fiscal affairs; modifying fiscal years requiring estimated revenue collections. Effective date.	State fiscal affairs; modifying fiscal years requiring estimated revenue collections. Effective date.		
SB586	senate	1606484	2025-03-11	third reading	27	17		B	4	Oklahoma Quality Jobs Program Act; modifying definition to establish certain relationship between employer and leased or contracted employee. Effective date.	Oklahoma Quality Jobs Program Act; modifying definition to establish certain relationship between employer and leased or contracted employee. Effective date.		
SB641	senate	1608560	2025-05-19	fourth reading	33	13		B	4	Motor vehicle repair; creating the Oklahoma Motor Vehicle Consumer Protection Act; establishing certain hourly market rate for labor. Effective date.	Motor vehicle repair; creating the Oklahoma Motor Vehicle Consumer Protection Act; establishing certain hourly market rate for labor. Effective date.		
SB662	senate	1607633	2025-05-19	fourth reading	28	18	1607629	B	4	Workforce development; authorizing the Oklahoma Workforce Commission to implement certain programs. Effective date.	Workforce development; authorizing the Oklahoma Workforce Commission to implement certain programs. Effective date.		
SB663	senate	1607708	2025-05-20	fourth reading	25	17	1607703	B	4	Workforce Coordination Revolving Fund; transferring power of fund to the Oklahoma Workforce Commission. Emergency.	Workforce Coordination Revolving Fund; transferring power of fund to the Oklahoma Workforce Commission. Emergency.		
SB667	senate	1698243	2026-05-14	fourth reading	36	11	1638389	B	4	Chiropractors; requiring use of licensure portals; modifying certain licensing requirements; modifying requirements for notification of disapproval. Effective date.	Chiropractors; requiring use of licensure portals; modifying certain licensing requirements; modifying requirements for notification of disapproval. Effective date.		
SB680	senate	1606558	2025-03-26	third reading	31	14		B	4	Tobacco products; modifying definition; providing exemption. Effective date.	Tobacco products; modifying definition; providing exemption. Effective date.		
SB713	senate	1605178	2025-05-29	veto override no emergency	32	15	1605173;1605177	B	4	Wind energy facilities; requiring newly-established facilities to apply for certain technology system by certain date; providing for certain cost recovery. Effective date.	Wind energy facilities; requiring newly-established facilities to apply for certain technology system by certain date; providing for certain cost recovery. Effective date.		
SB743	senate	1623252	2026-02-04	fourth reading	31	15	1606786	B	4	Criminal disturbance; specifying range of punishment for certain offenses; modifying elements of certain offense. Emergency.	Criminal disturbance; specifying range of punishment for certain offenses; modifying elements of certain offense. Emergency.		
SB758	senate	1608096	2025-03-27	third reading	33	14		B	4	Schools; providing conditions under which virtual instruction may count toward certain required instructional hours or days.	Schools; providing conditions under which virtual instruction may count toward certain required instructional hours or days.		
SB805	senate	1606370	2025-05-21	fourth reading	28	12	1606366	B	4	Professions and occupations; enacting the Dietitian Licensure Compact; authorizing the Governor to enter into Compact with certain jurisdictions. Effective date.	Professions and occupations; enacting the Dietitian Licensure Compact; authorizing the Governor to enter into Compact with certain jurisdictions. Effective date.		
SB906	senate	1604477	2025-03-24	third reading	28	18		B	4	Practice of pharmacy; establishing certain pharmacy staffing ratio. Effective date.	Practice of pharmacy; establishing certain pharmacy staffing ratio. Effective date.		
SB942	senate	1606422	2025-03-25	third reading	31	15		B	4	Education; prohibiting certain discrimination on certain basis against students or employees.	Education; prohibiting certain discrimination on certain basis against students or employees.		
SB987	senate	1607744	2025-03-18	third reading	30	15		B	4	Oklahoma Department of Commerce; creating the Oklahoma Department of Commerce Board; providing for qualifications for Board members. Effective date.	Oklahoma Department of Commerce; creating the Oklahoma Department of Commerce Board; providing for qualifications for Board members. Effective date.		
SB991	senate	1608371	2025-03-25	third reading	27	15		B	4	Discrimination; adopting certain definition of anti-Semitism; stating purposes for use of certain definition.	Discrimination; adopting certain definition of anti-Semitism; stating purposes for use of certain definition.		
SB998	senate	1608518	2025-03-27	third reading	26	20		B	4	Public utilities; cost of transmission upgrades; modifying application process for construction of certain facilities; establishing cost recovery provisions.	Public utilities; cost of transmission upgrades; modifying application process for construction of certain facilities; establishing cost recovery provisions.		
